Scenario,uke_aar,uke_nr,Ko_Lengde_P5,Ko_Lengde_P50,Ko_Lengde_P95,Lenker_I_Ko_P5,Lenker_I_Ko_P50,Lenker_I_Ko_P95,Lenker_Overfort_P5,Lenker_Overfort_P50,Lenker_Overfort_P95,Kommuner_Overfort_P5,Kommuner_Overfort_P50,Kommuner_Overfort_P95,N
Basis_85,2026,40,154.95,167.0,177.04999999999995,1223801.9,1316861.0,1396326.4999999998,84266.45,111796.5,173340.34999999998,20.0,27.0,38.0,500
Basis_85,2026,41,157.0,171.0,181.0,1249112.4,1347813.5,1431042.3,88061.35,116832.5,181147.89999999997,21.0,28.0,39.049999999999955,500
Basis_85,2026,42,160.0,174.0,185.0,1277203.65,1384151.0,1474511.6,91857.25,121868.5,188956.34999999998,22.0,30.0,40.049999999999955,500
Basis_85,2026,43,164.0,179.0,192.04999999999995,1321846.75,1431473.5,1531924.55,95653.15,126904.0,196763.89999999997,24.0,30.0,44.0,500
Basis_85,2026,44,170.0,187.0,202.0,1361252.6,1485372.5,1582506.9999999998,99449.0,131940.5,204572.39999999997,25.0,31.0,44.0,500
Basis_85,2026,45,175.0,193.0,208.0,1398819.15,1529789.0,1632942.7999999998,103244.9,136976.0,212380.89999999997,26.0,31.0,45.0,500
Basis_85,2026,46,180.95,199.0,215.0,1444405.1,1576123.0,1683088.5,107040.75,142012.0,220188.39999999997,26.950000000000003,33.0,46.0,500
Basis_85,2026,47,186.95,207.0,223.04999999999995,1487755.8,1621560.5,1717512.0,110836.65,147047.5,227996.89999999997,27.0,33.0,48.0,500
Basis_85,2026,48,193.0,215.0,230.0,1523483.05,1662191.0,1745696.4,114632.55,152084.0,235804.44999999995,28.0,34.0,49.0,500
Basis_85,2026,49,200.0,221.0,234.04999999999995,1567518.3,1694457.0,1773035.0999999999,118427.45,157119.5,243612.89999999997,29.0,36.0,51.0,500
Basis_85,2026,50,205.0,226.0,239.0,1600278.15,1721572.0,1800401.2,122223.35,162155.5,251421.39999999997,30.0,36.0,51.0,500
Basis_85,2026,51,210.0,230.0,243.0,1633500.1,1743046.0,1831003.05,126019.2,167191.0,259228.94999999995,30.0,37.0,54.0,500
Basis_85,2026,52,213.0,233.0,246.04999999999995,1648121.4,1763580.5,1843335.75,129815.1,172227.5,267037.39999999997,31.0,38.0,55.0,500
Basis_85,2026,53,214.0,236.0,247.0,1659811.3,1780980.5,1857752.85,133611.0,177263.0,274844.94999999995,31.0,39.0,56.049999999999955,500
Basis_85,2027,1,219.95,241.0,253.0,1721614.25,1830659.5,1909886.0,137406.85,182299.0,282653.44999999995,31.0,40.0,61.049999999999955,500
Basis_85,2027,2,224.0,246.0,257.0,1759264.7,1878578.0,1948172.85,141202.75,187335.0,290461.89999999997,32.0,40.0,62.0,500
Basis_85,2027,3,226.95,249.0,259.0,1778740.55,1901744.0,1965827.15,144998.6,192371.0,298269.44999999995,33.0,42.0,63.0,500
Basis_85,2027,4,227.0,250.0,261.0,1796708.95,1915488.0,1978866.3499999999,148793.55,197406.5,306077.94999999995,34.0,44.0,64.0,500
Basis_85,2027,5,229.0,251.0,262.0,1819689.55,1929442.0,1998590.9,152589.45,202442.5,313885.44999999995,34.0,44.0,64.0,500
Basis_85,2027,6,230.0,252.0,263.0,1823957.55,1944333.5,2014423.65,156385.3,207478.5,321693.94999999995,35.0,44.0,65.0,500
Basis_85,2027,7,232.0,254.0,265.0,1840282.8,1958793.0,2033989.2,160181.2,212514.5,329502.44999999995,36.0,45.0,66.0,500
Basis_85,2027,8,234.0,255.0,267.0,1851195.25,1976049.5,2051172.4,163977.05,217550.0,337309.94999999995,37.0,45.0,66.0,500
Basis_85,2027,9,236.0,258.0,270.0,1870981.9,2005309.5,2090071.55,167772.95,222586.0,345118.44999999995,37.0,46.0,67.0,500
Basis_85,2027,10,240.0,262.0,275.0,1913016.85,2046710.0,2129858.1999999997,171568.85,227622.0,352925.99999999994,37.0,48.0,67.0,500
Basis_85,2027,11,244.0,266.0,279.0,1940212.8,2070470.0,2166270.8,175364.7,232658.0,360734.44999999995,38.0,48.0,68.0,500
Basis_85,2027,12,246.0,267.0,281.0,1949604.15,2081762.0,2180824.9999999995,179160.6,237693.5,368542.94999999995,39.0,49.0,69.0,500
Basis_85,2027,13,247.0,268.0,283.0,1945444.65,2089688.5,2202527.55,182955.5,242730.0,376350.49999999994,40.0,51.0,69.0,500
Basis_85,2027,14,249.0,269.0,285.0,1974350.2,2116330.0,2242139.35,186751.4,247765.5,384158.94999999995,40.0,51.0,70.0,500
Basis_85,2027,15,251.0,272.0,289.0,1990787.05,2135403.5,2274829.05,190547.3,252801.5,391966.49999999994,41.0,51.0,71.0,500
Basis_85,2027,16,253.0,274.0,293.0,2007472.0,2161617.5,2296675.4499999997,194343.15,257837.0,399774.99999999994,44.0,53.0,71.0,500
Basis_85,2027,17,256.0,277.0,295.0,2025178.1,2193064.0,2315303.8,198139.05,262873.5,407583.44999999995,44.0,54.0,72.0,500
Basis_85,2027,18,258.95,280.0,297.04999999999995,2051035.8,2221887.0,2339386.35,201934.9,267909.0,415390.99999999994,44.0,55.0,72.04999999999995,500
Basis_85,2027,19,260.95,281.0,299.0,2060014.05,2244210.0,2346129.95,205730.8,272945.0,423199.49999999994,44.0,56.0,73.0,500
Basis_85,2027,20,262.0,282.0,299.0,2070295.45,2255322.0,2347432.95,209526.7,277980.5,431006.99999999994,45.0,57.0,73.0,500
Basis_85,2027,21,263.0,282.0,298.0,2079325.05,2264335.5,2344268.25,213321.6,283017.0,438815.49999999994,45.0,61.5,74.0,500
Basis_85,2027,22,265.0,283.0,299.0,2093240.2,2268580.0,2344622.95,217117.5,288052.5,446623.99999999994,45.0,62.0,74.04999999999995,500
Basis_85,2027,23,269.0,284.5,301.0,2105587.15,2271606.5,2348072.05,220913.35,293088.5,454431.49999999994,46.0,63.0,75.04999999999995,500
Basis_85,2027,24,269.0,284.0,300.04999999999995,2102511.75,2273186.0,2352127.05,224709.25,298124.5,462239.99999999994,47.0,63.0,76.0,500
Basis_85,2027,25,270.0,284.0,300.0,2117195.3,2283892.0,2362019.65,228505.15,303160.5,470047.54999999993,48.0,63.5,77.0,500
Basis_85,2027,26,270.0,285.0,300.0,2119139.9,2288388.5,2365192.25,232301.0,308196.0,477855.99999999994,48.0,64.0,77.04999999999995,500
Basis_85,2027,27,272.0,286.0,302.0,2118747.75,2289704.5,2367749.15,236096.9,313232.0,485664.49999999994,49.0,64.0,78.04999999999995,500
Basis_85,2027,28,273.0,288.0,303.0,2114498.1,2288622.0,2369209.25,239892.75,318268.0,493472.04999999993,50.0,64.5,79.0,500
Basis_85,2027,29,273.0,288.0,302.0,2109202.55,2284961.0,2365533.5,243687.7,323304.0,501280.4999999999,51.0,65.0,80.0,500
Basis_85,2027,30,272.0,288.0,302.0,2101405.1,2280567.0,2362464.85,247483.6,328339.5,509088.04999999993,51.0,65.0,81.0,500
Basis_85,2027,31,271.0,288.0,302.0,2095799.35,2279167.0,2362804.45,251279.45,333375.5,516896.54999999993,51.0,66.0,82.0,500
Basis_85,2027,32,271.0,288.0,301.04999999999995,2092383.3,2279528.5,2364690.8,255075.35,338411.5,524704.9999999999,53.0,66.0,83.0,500
Basis_85,2027,33,271.0,288.0,302.0,2088995.1,2277749.0,2366390.5,258871.2,343447.5,532512.5499999999,54.0,66.0,83.04999999999995,500
Basis_85,2027,34,271.0,289.0,302.0,2084911.9,2277015.0,2363629.85,262667.1,348483.0,540321.0499999999,54.0,67.0,84.0,500
Basis_85,2027,35,271.95,289.0,302.0,2080412.25,2274362.0,2362746.9,266463.0,353519.5,548128.5499999999,55.0,67.0,85.0,500
Basis_85,2027,36,271.0,289.0,302.0,2075026.95,2270365.0,2359964.55,270258.85,358555.0,555937.0499999999,55.0,67.0,86.0,500
Basis_85,2027,37,270.95,289.0,301.0,2067218.45,2265659.5,2356909.25,274054.75,363591.0,563745.5499999999,56.0,68.0,86.04999999999995,500
Basis_85,2027,38,270.0,289.0,300.0,2059410.95,2261346.5,2353114.35,277849.65,368626.5,571553.0499999999,57.0,68.0,87.0,500
Basis_85,2027,39,269.0,288.0,297.0,2051602.45,2257301.0,2349318.45,281645.55,373663.0,579361.5499999999,60.0,69.0,88.0,500
Basis_85,2027,40,268.0,288.0,295.0,2043794.9,2252265.5,2345522.55,285441.45,378698.5,587169.0999999999,62.0,69.0,89.0,500
Basis_85,2027,41,266.95,287.0,295.0,2035986.45,2247229.5,2341726.7,289237.3,383734.5,594977.5499999999,62.0,70.0,90.04999999999995,500
Basis_85,2027,42,266.9,287.0,294.0,2028177.95,2242194.0,2337930.8,293033.2,388770.0,602786.0499999999,63.0,70.0,90.09999999999991,500
Basis_85,2027,43,264.95,287.0,294.0,2020370.4,2237157.5,2334134.95,296829.05,393806.5,610593.5999999999,63.0,70.0,92.04999999999995,500
Basis_85,2027,44,263.95,286.0,294.0,2012561.95,2232122.0,2330339.05,300624.95,398842.0,618402.0499999999,63.0,71.0,93.04999999999995,500
Basis_85,2027,45,262.95,286.0,293.04999999999995,2004754.4,2227086.0,2326543.15,304420.85,403878.0,626209.5999999999,63.95,71.0,94.04999999999995,500
Basis_85,2027,46,261.95,285.0,293.0,1996945.9,2222050.0,2322748.25,308215.75,408914.0,634018.0999999999,64.0,72.0,95.04999999999995,500
Basis_85,2027,47,260.0,285.0,293.0,1989137.4,2217014.0,2318952.35,312011.65,413950.0,641826.5999999999,64.0,72.0,97.0,500
Basis_85,2027,48,258.95,284.5,293.0,1981329.9,2211978.5,2315156.5,315807.5,418985.5,649634.0999999999,64.0,72.5,98.04999999999995,500
Basis_85,2027,49,258.95,284.0,292.0,1973521.4,2206942.5,2311360.6,319603.4,424021.5,657442.5999999999,65.0,73.0,98.04999999999995,500
Basis_85,2027,50,257.0,283.0,292.0,1965713.85,2201906.5,2307564.7,323399.3,429057.5,665250.1499999999,65.0,74.0,100.0,500
Basis_85,2027,51,256.95,283.0,292.0,1957905.4,2196870.5,2303768.85,327195.15,434093.5,673058.5999999999,65.0,74.0,100.04999999999995,500
Basis_85,2027,52,255.95,283.0,291.0,1950096.9,2191835.0,2299972.95,330991.05,439129.0,680867.0999999999,66.0,74.0,101.04999999999995,500
Basis_85,2028,1,254.95,282.0,291.0,1942289.35,2186799.0,2296177.1,334786.9,444165.0,688674.6499999999,66.0,75.0,102.04999999999995,500
Basis_85,2028,2,253.95,282.0,291.0,1934480.9,2181763.0,2292382.15,338581.85,449201.0,696483.0999999999,66.0,75.0,103.04999999999995,500
Basis_85,2028,3,252.95,281.0,291.0,1926673.35,2176727.0,2288586.25,342377.75,454237.0,704290.6499999999,66.0,76.0,104.04999999999995,500
Basis_85,2028,4,251.95,281.0,291.0,1918864.85,2171691.5,2284790.4,346173.6,459272.5,712099.1499999999,66.0,76.0,105.04999999999995,500
Basis_85,2028,5,250.95,280.0,290.0,1911056.4,2166655.0,2280994.5,349969.5,464309.0,719907.5999999999,67.0,77.0,106.04999999999995,500
Basis_85,2028,6,250.0,280.0,290.0,1903248.85,2161619.5,2277198.65,353765.35,469344.5,727715.1499999999,67.0,77.0,107.0,500
Basis_85,2028,7,249.0,279.0,289.04999999999995,1895440.35,2156583.5,2273402.75,357561.25,474380.5,735523.6499999999,67.95,78.0,108.0,500
Basis_85,2028,8,248.0,279.0,289.0,1887632.85,2151548.0,2269606.85,361357.15,479416.0,743331.1499999999,68.0,78.0,109.0,500
Basis_85,2028,9,247.0,279.0,289.0,1879824.35,2146511.5,2265811.0,365153.0,484452.5,751139.6499999999,68.0,78.0,110.0,500
Basis_85,2028,10,246.0,278.0,289.0,1872015.85,2141476.0,2262015.1,368948.9,489488.0,758948.1499999999,68.0,79.0,111.0,500
Basis_85,2028,11,245.0,278.0,288.0,1864208.35,2136440.0,2258220.2,372743.8,494524.0,766755.6499999999,69.0,79.0,112.0,500
Basis_85,2028,12,244.0,277.0,288.0,1856399.85,2131404.5,2254424.3,376539.7,499559.5,774564.1499999999,69.0,80.0,113.0,500
Basis_85,2028,13,243.0,277.0,288.0,1848592.3,2126368.0,2250628.4,380335.6,504596.0,782371.6999999998,69.0,80.0,114.0,500
Basis_85,2028,14,241.0,276.0,287.0,1840783.85,2121332.5,2246832.55,384131.45,509631.5,790180.1499999999,70.0,81.0,116.0,500
Basis_85,2028,15,240.0,276.0,287.0,1832975.35,2116296.5,2243036.65,387927.35,514667.5,797988.6499999999,70.0,81.0,117.0,500
Basis_85,2028,16,239.9,275.0,287.0,1825167.8,2111260.5,2239240.8,391723.2,519703.5,805796.1999999998,70.0,82.0,117.09999999999991,500
Basis_85,2028,17,238.95,275.0,286.0,1817359.35,2106224.5,2235444.9,395519.1,524739.5,813604.6499999999,71.0,82.0,118.04999999999995,500
Basis_85,2028,18,238.0,274.0,286.0,1809551.8,2101189.0,2231649.05,399314.95,529775.0,821412.1999999998,71.0,83.0,119.0,500
Basis_85,2028,19,236.0,274.0,286.0,1801743.3,2096153.0,2227854.1,403109.9,534811.0,829220.6999999998,71.0,83.0,121.0,500
Basis_85,2028,20,235.95,273.0,285.0,1793934.85,2091117.0,2224058.2,406905.8,539847.0,837029.1499999999,72.0,84.0,121.04999999999995,500
Basis_85,2028,21,234.95,273.0,285.0,1786127.3,2086081.0,2220262.35,410701.65,544883.0,844836.6999999998,72.0,84.0,122.04999999999995,500
Basis_85,2028,22,233.95,272.0,285.0,1778318.8,2081045.5,2216466.45,414497.55,549918.5,852645.1999999998,72.0,85.0,123.04999999999995,500
Basis_85,2028,23,233.95,271.5,284.0,1770511.3,2076009.5,2212670.6,418293.4,554954.5,860452.6999999998,73.0,85.5,123.04999999999995,500
Basis_85,2028,24,232.95,271.0,284.0,1762702.8,2070973.5,2208874.7,422089.3,559990.5,868261.1999999998,73.0,86.0,124.04999999999995,500
Basis_85,2028,25,231.95,270.0,284.0,1754894.3,2065938.0,2205078.8,425885.2,565026.0,876069.6999999998,73.0,87.0,125.04999999999995,500
Basis_85,2028,26,231.0,270.0,283.0,1747086.8,2060902.0,2201282.95,429681.05,570062.0,883877.1999999998,74.0,87.0,126.0,500
Basis_85,2028,27,230.0,269.0,283.0,1739278.3,2055866.0,2197488.0,433476.0,575098.0,891685.6999999998,74.0,88.0,127.0,500
Basis_85,2028,28,229.0,269.0,283.0,1731470.75,2050830.0,2193692.15,437271.85,580134.0,899493.2499999999,74.0,88.0,128.0,500
Basis_85,2028,29,228.95,268.0,282.0,1723662.3,2045794.5,2189896.25,441067.75,585169.5,907301.6999999998,75.0,89.0,128.04999999999995,500
Basis_85,2028,30,227.95,268.0,282.0,1715853.8,2040758.5,2186100.35,444863.65,590205.5,915110.1999999998,75.0,89.0,129.04999999999995,500
Basis_85,2028,31,227.0,267.0,282.0,1708046.25,2035722.5,2182304.5,448659.5,595241.5,922917.7499999999,75.0,90.0,130.0,500
Basis_85,2028,32,226.95,267.0,282.0,1700237.8,2030686.5,2178508.6,452455.4,600277.5,930726.1999999998,75.0,90.0,130.04999999999995,500
Basis_85,2028,33,225.95,266.0,281.0,1692430.25,2025651.0,2174712.75,456251.25,605313.0,938533.7499999999,76.0,91.0,131.04999999999995,500
Basis_85,2028,34,225.9,266.0,281.0,1684621.75,2020615.0,2170916.85,460047.15,610349.0,946342.2499999999,76.0,91.0,131.0999999999999,500
Basis_85,2028,35,224.9,265.0,281.0,1676813.3,2015579.0,2167120.95,463843.05,615385.0,954150.6999999998,76.0,92.0,132.0999999999999,500
Basis_85,2028,36,223.95,264.5,280.0,1669005.75,2010543.0,2163326.05,467637.95,620421.0,961958.2499999999,77.0,92.5,133.04999999999995,500
Basis_85,2028,37,222.95,264.0,280.0,1661197.25,2005507.5,2159530.15,471433.85,625456.5,969766.7499999999,77.0,93.0,134.04999999999995,500
Basis_85,2028,38,221.95,263.0,279.0,1653389.75,2000471.0,2155734.3,475229.7,630493.0,977574.2499999999,78.0,94.0,135.04999999999995,500
Basis_85,2028,39,220.95,263.0,279.0,1645581.25,1995435.5,2151938.4,479025.6,635528.5,985382.7499999999,78.0,94.0,136.04999999999995,500
Basis_85,2028,40,220.95,262.0,279.0,1637772.75,1990399.5,2148142.5,482821.5,640564.5,993191.2499999999,78.0,95.0,136.04999999999995,500
Basis_85,2028,41,220.0,262.0,278.04999999999995,1629965.25,1985364.0,2144346.65,486617.35,645600.0,1000998.7499999998,78.95,95.0,137.0,500
Basis_85,2028,42,219.0,261.0,278.0,1622156.75,1980327.5,2140550.75,490413.25,650636.5,1008807.2499999998,79.0,96.0,138.0,500
Basis_85,2028,43,219.0,260.0,278.0,1614349.2,1975292.0,2136754.9,494209.1,655672.0,1016614.7999999998,79.0,97.0,138.0,500
Basis_85,2028,44,217.0,260.0,277.04999999999995,1606540.75,1970256.0,2132959.95,498004.05,660708.0,1024423.2499999998,79.95,97.0,140.0,500
Basis_85,2028,45,216.0,259.0,277.0,1598732.25,1965220.0,2129164.05,501799.95,665744.0,1032231.7499999998,80.0,98.0,141.0,500
Basis_85,2028,46,215.0,258.0,276.04999999999995,1590924.7,1960184.0,2125368.2,505595.8,670780.0,1040039.2999999998,80.95,99.0,142.0,500
Basis_85,2028,47,214.0,258.0,276.0,1583116.25,1955148.5,2121572.3,509391.7,675815.5,1047847.7499999998,81.0,99.0,143.0,500
Basis_85,2028,48,213.95,257.0,275.04999999999995,1575308.7,1950112.5,2117776.45,513187.55,680851.5,1055655.2999999998,81.95,100.0,143.04999999999995,500
Basis_85,2028,49,212.0,256.0,275.0,1567500.2,1945076.5,2113980.55,516983.45,685887.5,1063463.7999999998,82.0,101.0,145.0,500
Basis_85,2028,50,211.95,255.0,275.0,1559691.7,1940040.5,2110184.65,520779.35,690923.5,1071272.2999999998,82.0,102.0,145.04999999999995,500
Basis_85,2028,51,211.0,255.0,275.0,1551884.2,1935005.0,2106388.8,524575.2,695959.0,1079079.7999999998,82.0,102.0,146.0,500
Basis_85,2028,52,210.0,254.0,274.0,1544075.7,1929969.0,2102593.85,528370.15,700995.0,1086888.2999999998,83.0,103.0,147.0,500
Basis_85,2029,1,208.95,253.0,274.0,1536268.15,1924933.0,2098798.0,532166.0,706031.0,1094695.8499999999,83.0,104.0,148.04999999999995,500
Basis_85,2029,2,207.95,253.0,273.0,1528459.7,1919897.0,2095002.1,535961.9,711067.0,1102504.2999999998,84.0,104.0,149.04999999999995,500
Basis_85,2029,3,207.0,252.0,273.0,1520651.2,1914861.5,2091206.2,539757.8,716102.5,1110312.7999999998,84.0,105.0,150.0,500
Basis_85,2029,4,206.0,252.0,272.0,1512843.65,1909825.0,2087410.35,543553.65,721139.0,1118120.3499999999,85.0,105.0,151.0,500
Basis_85,2029,5,205.95,251.0,272.0,1505035.2,1904789.5,2083614.45,547349.55,726174.5,1125928.7999999998,85.0,106.0,151.04999999999995,500
Basis_85,2029,6,204.95,250.0,272.0,1497227.65,1899753.5,2079818.6,551145.4,731210.5,1133736.3499999999,85.0,107.0,152.04999999999995,500
Basis_85,2029,7,203.95,250.0,271.04999999999995,1489419.15,1894718.0,2076022.7,554941.3,736246.0,1141544.8499999999,85.95,107.0,153.04999999999995,500
Basis_85,2029,8,202.95,249.0,271.0,1481610.7,1889681.5,2072226.8,558737.2,741282.5,1149353.2999999998,86.0,108.0,154.04999999999995,500
Basis_85,2029,9,202.0,248.5,270.04999999999995,1473803.15,1884646.0,2068431.9,562532.1,746318.0,1157160.8499999999,86.95,108.5,155.0,500
Basis_85,2029,10,200.95,248.0,270.0,1465994.65,1879610.0,2064636.0,566328.0,751354.0,1164969.3499999999,87.0,109.0,156.04999999999995,500
Basis_85,2029,11,199.95,247.0,269.04999999999995,1458187.15,1874574.5,2060840.15,570123.85,756389.5,1172776.8499999999,87.95,110.0,157.04999999999995,500
Basis_85,2029,12,198.9,247.0,269.0,1450378.65,1869538.0,2057044.25,573919.75,761426.0,1180585.3499999999,88.0,110.0,158.0999999999999,500
Basis_85,2029,13,196.95,246.0,268.04999999999995,1442570.15,1864502.5,2053248.35,577715.65,766461.5,1188393.8499999999,88.95,111.0,160.04999999999995,500
Basis_85,2029,14,195.0,245.5,268.0,1434762.65,1859466.5,2049452.5,581511.5,771497.5,1196201.3499999999,89.0,111.5,162.0,500
Basis_85,2029,15,194.9,245.0,268.0,1426954.15,1854430.5,2045656.6,585307.4,776533.5,1204009.8499999999,89.0,112.0,162.0999999999999,500
Basis_85,2029,16,193.0,244.0,267.04999999999995,1419146.6,1849394.5,2041860.75,589103.25,781569.5,1211817.3999999997,89.95,113.0,164.0,500
Basis_85,2029,17,192.0,243.0,267.04999999999995,1411338.15,1844359.0,2038065.8,592898.2,786605.0,1219625.8499999999,89.95,114.0,165.0,500
Basis_85,2029,18,191.95,243.0,267.0,1403529.65,1839323.0,2034269.9,596694.1,791641.0,1227434.3499999999,90.0,114.0,165.04999999999995,500
Basis_85,2029,19,190.95,242.0,266.04999999999995,1395722.1,1834287.0,2030474.05,600489.95,796677.0,1235241.8999999997,90.95,115.0,166.04999999999995,500
Basis_85,2029,20,189.95,241.0,266.0,1387913.65,1829251.0,2026678.15,604285.85,801713.0,1243050.3499999999,91.0,116.0,167.04999999999995,500
Basis_85,2029,21,188.0,240.5,266.0,1380105.15,1824215.5,2022882.3,608081.7,806748.5,1250858.8499999999,91.0,116.5,169.0,500
Basis_85,2029,22,187.9,240.0,266.0,1372297.6,1819179.5,2019086.4,611877.6,811784.5,1258666.3999999997,91.0,117.0,169.0999999999999,500
Basis_85,2029,23,186.95,239.0,265.04999999999995,1364489.15,1814143.5,2015290.5,615673.5,816820.5,1266474.8499999999,91.95,118.0,170.04999999999995,500
Basis_85,2029,24,185.9,238.0,265.0,1356681.6,1809107.5,2011494.65,619469.35,821856.5,1274282.3999999997,92.0,119.0,171.0999999999999,500
Basis_85,2029,25,184.9,237.0,264.04999999999995,1348873.1,1804072.0,2007699.7,623264.3,826892.0,1282090.8999999997,92.95,120.0,172.0999999999999,500
Basis_85,2029,26,182.0,237.0,264.0,1341064.65,1799035.5,2003903.85,627060.15,831928.5,1289899.3499999999,93.0,120.0,175.0,500
Basis_85,2029,27,181.95,236.0,263.04999999999995,1333257.1,1794000.0,2000107.95,630856.05,836964.0,1297706.8999999997,93.95,121.0,175.04999999999995,500
Basis_85,2029,28,180.0,236.0,262.04999999999995,1325448.6,1788964.0,1996312.05,634651.95,842000.0,1305515.3999999997,94.95,121.0,177.0,500
Basis_85,2029,29,177.95,235.0,262.0,1317641.1,1783928.5,1992516.2,638447.8,847035.5,1313322.8999999997,95.0,122.0,179.04999999999995,500
Basis_85,2029,30,176.0,235.0,262.0,1309832.6,1778892.0,1988720.3,642243.7,852072.0,1321131.3999999997,95.0,122.0,181.0,500
Basis_85,2029,31,175.0,234.0,261.0,1302024.1,1773856.5,1984924.45,646039.55,857107.5,1328939.8999999997,96.0,123.0,182.0,500
Basis_85,2029,32,175.0,233.5,261.0,1294216.6,1768820.5,1981128.55,649835.45,862143.5,1336747.3999999997,96.0,123.5,182.0,500
Basis_85,2029,33,173.0,233.0,260.0,1286408.1,1763785.0,1977332.65,653631.35,867179.0,1344555.8999999997,97.0,124.0,184.0,500
Basis_85,2029,34,172.95,232.0,260.0,1278600.55,1758748.5,1973537.75,657426.25,872215.5,1352363.4499999997,97.0,125.0,184.04999999999995,500
Basis_85,2029,35,171.95,232.0,260.0,1270792.1,1753713.0,1969741.85,661222.15,877251.0,1360171.8999999997,97.0,125.0,185.04999999999995,500
Basis_85,2029,36,171.0,231.0,259.0,1262983.6,1748677.0,1965946.0,665018.0,882287.0,1367980.3999999997,98.0,126.0,186.0,500
Basis_85,2029,37,170.0,230.0,258.04999999999995,1255176.05,1743641.0,1962150.1,668813.9,887323.0,1375787.9499999997,98.95,127.0,187.0,500
Basis_85,2029,38,169.0,230.0,258.0,1247367.6,1738605.0,1958354.2,672609.8,892359.0,1383596.3999999997,99.0,127.0,188.0,500
Basis_85,2029,39,168.9,229.0,258.0,1239560.05,1733569.5,1954558.35,676405.65,897394.5,1391403.9499999997,99.0,128.0,188.0999999999999,500
Basis_85,2029,40,167.9,229.0,257.04999999999995,1231751.55,1728533.5,1950762.45,680201.55,902430.5,1399212.4499999997,99.95,128.0,189.0999999999999,500
